10.32822108,-20.47635725,FR II,,
92.10980183,-49.43141337,typical,,
88.91682523,-59.43186753,Point Source,,
5.457981017,-25.58963711,FR II,,
119.4176075,-53.39671133,FR II,,
144.1002491,-76.51707852,Bent,,
212.3071366,-42.89788128,Bent,,
108.1082971,-60.17060565,Point Source,,
351.6642702,-40.44176475,Should be discarded,,
10.62674897,-9.367505334,Point Source,,
3.751162781,-29.92086655,Should be discarded,,
53.34741455,-55.8972292,FR I,,
235.0457689,-47.14081492,Bent,,
64.89018251,-82.1133399,Point Source,,
42.0527731,-53.37038298,FR I,,
94.01870109,-48.23770893,FR II,,
49.88287833,-44.00675194,Point Source,,
19.58302986,-26.22405111,FR II,,
172.6467486,-41.9324326,Should be discarded,,
108.8811803,-60.37141341,Point Source,,
97.47118506,-56.56390293,Should be discarded,,
10.62460749,-19.92756817,FR I,,
172.3864127,-42.21151967,FR I,,
61.15672094,-71.29857945,Should be discarded,,
101.3207215,-54.27988682,Bent,,
94.33328701,-47.00862419,FR I,Bent,
188.5848831,-48.99311985,FR II,,
201.6335267,-31.35085745,FR II,,
124.6546264,-57.36147777,FR I,,
160.299933,-70.3264994,Bent,,
40.37620594,-54.03579152,FR I,Bent,
10.15575858,-9.125199037,Bent,,
98.96817465,-54.16418075,FR I,Bent,
212.9743578,-42.87968273,FR II,,
98.21466662,-47.50036259,Bent,,
304.5610599,-57.12178725,Point Source,,
49.62390107,-44.19475314,Point Source,,
233.7689623,-46.53951635,FR II,,
5.397205308,-25.70595018,FR I,,
64.06862253,-55.53129131,Point Source,,
99.75061906,-49.06317248,Point Source,,
233.3362427,-83.22230104,FR II,,
140.2489444,-83.77572736,Point Source,,
116.808678,-75.17512758,Point Source,,
20.00558778,-28.16782062,Should be discarded,,
230.1409037,-83.50351222,FR I,Bent,
212.5174604,-42.72173471,Should be discarded,,
123.1399942,-57.02232772,Bent,,
189.4342559,-48.43665545,Bent,,
341.8747871,-44.68937808,FR II,,
144.5999869,-76.68770846,Point Source,Should be discarded,
239.4130388,-84.48279208,FR II,,
152.6832211,-84.04383334,FR I,,
5.837002291,-25.08442642,FR II,,
304.8777567,-56.95016411,FR I,Bent,
89.71839798,-58.57403112,Point Source,,
201.8956039,-31.55005368,FR I,,
238.3948112,-83.05037002,FR I,,
147.4558255,-83.60590601,Point Source,,
201.7959689,-31.62435913,FR I,Bent,
3.622292581,-19.20203987,Point Source,,
3.89432012,-19.4904468,Point Source,,
49.50601251,-44.61010878,FR I,Bent,
54.82750464,-39.97860438,FR I,Bent,
93.26273257,-48.68426026,Point Source,,
86.38019934,-22.05825782,Should be discarded,,
190.5371296,-48.60900401,Point Source,,
98.90799386,-54.32262308,FR I,,
125.172001,-57.03924886,Point Source,,
202.0246288,-31.5873506,Bent,,
97.06741516,-53.80606436,Bent,,
201.8533118,-32.16120321,Point Source,,
97.76740063,-55.54050975,Bent,,
90.86279586,-49.5067348,FR II,,
41.13556029,-52.88912589,Bent,,
100.2975856,-54.07443023,Bent,,
117.0982962,-54.36290117,FR II,,
11.5600635,-20.08875254,Point Source,,
115.8723387,-53.84965953,FR I,Bent,
93.55568149,-46.95989648,FR I,Bent,
119.9275647,-53.66910595,FR II,,
234.9134415,-46.72079799,FR II,,
68.49492791,-61.52125876,Bent,,
52.06697845,-55.66484547,Point Source,,
342.3696505,-44.1867755,FR II,,
90.54970629,-58.48533156,Bent,,
213.5754204,-42.67947036,Bent,,
159.0653205,-70.92913554,FR II,,
44.3444973,-78.45443711,FR II,,
6.356719163,-18.96915304,FR II,,
101.3193836,-53.89406174,Point Source,,
45.43844478,-78.41121286,FR I,Bent,
216.0880441,-53.4424643,FR II,,
203.356787,-31.50772219,Bent,,
91.57706942,-49.25953192,FR I,,
45.05739898,-78.52380656,Bent,,
53.55766561,-40.61219949,FR II,,
123.2380806,-56.78934435,FR I,Bent,
20.00650222,-27.00276489,Point Source,,
87.23982423,-22.45257305,Point Source,,
109.2696674,-60.39943538,Bent,,
92.3932107,-49.11655782,FR II,,
107.5443997,-61.16410214,Point Source,,
100.1265323,-53.89099017,Point Source,,
87.48153318,-21.19365271,typical,,
173.4423311,-42.04051019,FR I,Bent,
95.79975584,-54.51672965,Bent,,
190.1690956,-48.5067848,FR II,,
231.5611183,-83.52600347,Point Source,,
40.48310873,-53.39429466,Bent,,
3.58403612,-30.38526368,Exotic,,
10.70446701,-20.56755361,Point Source,,
106.0250094,-60.49057855,FR I,,
49.49021523,-44.23824098,Point Source,,
122.834534,-57.37273541,Point Source,,
101.588641,-53.59341775,FR II,,
202.1078211,-31.26093692,FR I,,
124.7393051,-56.76915581,FR II,,
202.4638964,-30.96573298,FR II,,
119.9762515,-53.61371474,Bent,,
202.6483712,-30.77845042,Bent,,
203.4054651,-31.51319652,FR I,,
41.72414817,-53.19356199,FR II,,
